Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Aditya Vision,540205,AVL,INE679V01027,Retailing,Speciality Retail,518.25,19.13,112.31,10.33,0.65,20.26,8.63,412.56,2.72,30.49,2.29,4.97,2.64,-154.85,638.94,4.97,-0.04,3.91,768.83,1.80,12.79,-164.07,235.41,13.42,1.80,0.47,2533.28,8.67,0.00,2259.78,208.08,3.76,215.86,37.02,178.84,31.70,143.12,-4.02,12.91,0.00,626.03,237.79,242.64,1199.53,850.21,371.66,219.69,38.23,39.75,190.10,111.17,-40.82,-77.86,-44.66,94.04,6697.30
Ador Welding,517041,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1015.70,20.28,71.06,9.89,0.00,13.87,37.85,1.97,5.99,14.03,2.09,38.85,1.57,,492.51,38.85,,0.03,439.45,1.36,7.29,12.92,57.06,57.95,1.36,1.41,1131.07,8.55,0.03,1122.68,103.59,7.40,122.39,18.22,104.17,6.19,86.58,-11.40,17.40,0.00,475.11,1.09,1.32,723.66,446.44,213.94,96.70,2.67,19.24,103.73,65.87,137.11,97.55,-17.37,-93.50,1771.76
Advait Energy,543230,ADVAIT,INE0ALI01010,Industrial Products,Cables - Electricals,2114.80,26.87,45.92,9.29,0.27,22.49,42.18,62.16,3.74,25.82,1.80,5.97,3.41,359.05,229.28,5.97,0.04,1.94,243.09,1.71,9.51,49.83,139.57,6.12,1.71,1.74,679.65,10.96,0.00,399.11,52.25,6.76,59.10,3.48,55.62,10.86,44.67,-0.09,10.94,0.00,218.34,64.46,7.49,549.09,449.91,249.27,74.50,14.06,3.27,83.95,49.35,46.47,32.43,-93.95,99.53,2315.40
Advance Agrolife,544562,ADVANCE,INE1B0W01010,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,115.38,28.00,29.26,8.39,0.47,29.11,6.30,85.33,6.23,13.22,1.34,6.24,1.22,-49.20,202.76,6.24,-0.08,3.33,197.34,3.03,4.47,129.52,245.69,0.00,3.03,1.03,603.73,9.30,0.00,495.83,49.27,0.62,49.89,7.61,42.28,7.08,35.20,0.00,64.28,0.00,138.48,79.24,1.21,528.68,442.85,329.84,56.13,7.64,10.19,47.70,29.26,5.71,-27.90,-33.87,28.28,739.54
Advanced Enzyme,540025,ADVENZYMES,INE837H01020,Pharmaceuticals & Biotechnology,Biotechnology,332.40,13.11,144.04,8.54,0.02,9.54,13.61,34.66,5.68,14.84,8.75,72.66,5.24,36.60,1484.56,72.66,0.28,0.26,1540.73,1.10,6.16,26.10,108.43,44.38,1.10,7.12,709.57,29.80,0.22,636.91,195.51,33.04,228.32,36.56,191.76,4.63,187.36,0.23,22.39,0.00,1462.17,21.54,17.81,1691.90,933.46,106.73,211.44,2.86,39.99,207.80,155.09,142.50,108.25,-89.48,-72.54,3719.20
Advani Hotels.,523269,ADVANIHOTR,INE199C01026,Leisure Services,Hotels & Resorts,55.41,45.29,24.17,25.34,0.01,34.35,2.56,0.43,6.79,13.62,2.04,359.33,4.88,23.03,74.57,359.33,0.23,0.02,76.92,1.28,10.36,24.12,45.13,66.44,1.28,1.98,104.71,30.19,0.00,107.41,34.64,3.77,38.26,3.00,35.26,0.11,35.30,0.15,18.49,0.00,56.08,0.00,0.53,113.37,65.69,32.19,31.61,0.09,3.00,32.34,23.62,21.20,17.95,4.61,-17.72,511.34
Advent Hotels,544446,ADVENTHTL,INE28GN01010,Leisure Services,Hotels & Resorts,156.21,3.28,11.16,0.35,0.91,0.65,11025.00,786.66,4.96,12.24,0.19,1.30,2.29,,866.90,1.30,,29.41,2007.21,4.45,0.71,0.36,29.52,0.00,4.45,0.18,366.57,35.64,0.00,366.57,130.65,18.62,131.24,51.48,79.76,61.26,36.53,18.03,53.94,4.99,812.96,460.82,154.35,3948.04,74.18,389.96,130.65,61.26,51.48,79.76,26.75,2310.32,2276.57,-2183.09,-157.00,840.91
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,722.00,13.20,769.45,8.27,0.41,15.53,21.92,2438.78,5.33,16.47,3.02,10.01,3.40,-145.32,5941.35,10.01,0.12,3.10,9329.85,2.05,5.29,45.39,143.27,42.33,2.05,2.93,7443.86,16.61,0.00,6763.79,1098.08,208.25,1304.27,152.24,1152.03,165.27,988.82,2.06,35.10,0.00,5906.25,2229.07,2376.97,12050.21,3744.02,1239.61,1236.48,135.30,187.33,1353.80,969.82,558.19,-385.64,-1463.05,1283.35,25335.11
Aegis Vopak Term,544407,AEGISVOPAK,INE0INX01018,Oil,Oil Storage & Transportation,198.30,7.01,204.50,2.39,0.42,8.73,1.89,2004.38,1.59,43.65,1.04,3.28,31.09,3555.28,4742.02,3.28,,15.75,6420.47,2.77,6.18,45.91,356.90,0.00,2.77,1.01,706.03,73.59,0.00,621.08,457.74,26.18,483.97,126.24,357.73,192.66,165.02,-0.05,1107.99,0.00,3634.03,2084.60,1924.78,7072.44,325.65,312.38,519.56,115.88,167.71,379.82,204.50,478.18,350.38,-378.25,386.18,21952.80
Aelea Commoditi.,544213,,INE0T3401029,Agricultural Food & other Products,Other Agricultural Products,149.05,7.56,6.09,1.88,0.01,3.34,2.10,1.33,4.28,20.99,1.33,3.78,1.13,-31.48,111.87,3.78,0.00,1.15,111.76,1.32,4.32,32.06,34.90,0.00,1.32,0.56,268.09,5.01,0.08,182.14,8.09,-1.43,8.90,1.16,7.74,3.62,1.88,-2.24,20.37,0.00,91.50,11.95,0.00,231.16,154.91,116.25,13.44,3.41,1.47,12.89,4.28,9.47,-17.26,-28.35,18.56,303.60
Aequs,544634,AEQUS,INE947N01017,Aerospace & Defense,Aerospace & Defense,207.17,1.11,-63.19,-3.37,1.10,-11.22,-1.76,785.05,0.12,121.15,1.16,0.26,14.99,-85.15,805.76,0.26,,-7.67,1030.47,2.62,12.83,530.05,-422.81,0.00,2.62,0.50,924.61,8.60,0.00,924.61,79.48,-5.75,120.19,103.41,16.78,64.33,-94.01,-46.46,670.67,0.00,135.09,360.35,424.70,1902.79,786.61,676.42,79.48,64.33,103.41,16.78,-102.35,26.14,-239.02,-69.87,25.40,13855.50
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,294.70,22.34,49.12,13.14,0.03,16.57,3.80,9.30,1.73,43.39,2.65,86.17,9.56,-158.06,359.93,86.17,0.02,0.18,364.43,1.17,16.13,146.73,236.51,7.39,1.17,1.93,407.78,21.72,-1.52,376.23,79.82,2.34,82.35,11.27,71.08,0.94,69.95,-0.19,25.86,0.00,334.07,0.58,0.00,469.31,264.00,99.55,88.59,0.78,22.24,67.21,49.12,26.58,-78.15,-73.65,-3.13,3900.07
Aeroflex Enter.,511076,AEROENTER,INE065D01027,Industrial Products,Iron & Steel Products,91.85,13.76,51.47,8.41,0.06,7.66,4.54,46.10,11.76,6.77,3.92,20.97,1.58,-10.87,730.00,20.97,0.12,0.57,797.49,1.33,4.05,7.45,64.85,6.39,1.33,2.99,659.08,17.15,0.00,578.33,103.43,27.42,127.94,15.27,112.67,6.61,108.97,2.91,22.62,0.00,707.38,26.02,5.05,1056.41,627.99,160.38,113.04,5.30,28.29,111.12,78.18,139.65,41.96,-82.70,-98.89,1040.27
Aeroflex Neu,543743,AERONEU,INE035801013,Industrial Products,Packaging,79.29,3.42,2.21,0.18,0.27,0.24,0.86,28.58,2.40,27.29,2.32,2.00,1.59,-13.64,105.23,2.00,,124.26,109.38,1.54,4.50,27.21,274.28,0.00,1.54,1.50,128.99,2.80,0.00,129.14,4.48,2.16,6.64,2.65,3.99,3.61,0.38,0.00,25.80,0.00,79.43,25.35,2.95,153.18,96.91,41.75,3.61,2.60,2.81,5.19,2.28,7.56,1.85,-5.52,-5.40,205.71
Aether Industri.,543534,AETHER,INE0BWX01014,Chemicals & Petrochemicals,Specialty Chemicals,1152.30,10.18,223.70,6.63,0.09,7.80,16.27,215.19,2.03,41.14,2.33,18.41,13.98,-39.56,2328.38,18.41,,1.36,2344.93,1.13,10.72,152.71,230.85,0.00,1.13,1.28,1093.56,32.82,-0.03,838.69,241.16,29.77,282.80,45.01,237.79,12.93,212.99,-11.87,132.61,0.00,2195.77,182.53,17.34,2849.18,1036.71,444.78,358.95,17.08,61.01,314.38,215.76,100.09,-352.21,-417.89,1.92,15284.63
Afcom Holdings,544224,,INE0OXY01013,Transport Services,Logistics Solution Provider,788.00,36.05,120.80,22.66,0.12,28.92,47.88,26.05,7.94,11.71,4.03,46.41,4.16,780.03,220.37,46.41,-0.01,0.54,94.12,0.94,17.16,75.02,53.40,0.00,0.94,3.41,493.25,34.41,-1.98,238.72,68.79,3.82,70.42,4.07,66.35,3.33,65.21,2.19,24.86,0.00,195.51,26.17,-0.12,275.44,101.95,25.28,169.72,3.56,12.46,165.21,120.80,27.38,22.01,-103.96,73.56,2054.16
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,315.75,22.53,589.52,3.65,0.73,14.91,14.36,3582.44,9.91,7.58,1.30,2.23,0.92,-1520.06,4933.87,2.23,-0.08,6.11,5292.33,3.34,2.63,-99.33,69.67,15.69,3.34,1.19,12543.26,12.39,0.00,12499.93,1464.17,462.28,1930.90,489.16,1441.74,627.99,809.30,-4.45,367.78,0.00,4566.09,2235.72,122.85,17470.92,11691.05,9025.04,1554.35,647.52,476.71,1441.78,528.28,-116.73,-453.52,-139.40,291.57,11594.37
Affle 3i,542752,AFFLE,INE00WC01027,IT - Services,IT Enabled Services,1452.00,16.82,438.40,11.09,0.01,14.03,31.18,38.43,2.79,29.47,3.61,80.66,7.90,105.58,3256.14,80.66,0.11,0.10,3047.62,1.17,11.14,47.97,171.27,0.00,1.17,3.61,2587.18,22.53,-0.03,2266.31,483.16,93.77,576.92,96.70,480.22,12.59,467.64,0.01,28.10,0.00,3228.04,0.00,82.10,3914.00,2259.36,625.21,582.85,6.71,117.53,541.21,438.40,425.99,266.11,-91.80,-91.81,20435.65
Affordable Robo.,541402,AFFORDABLE,INE692Z01013,Industrial Manufacturing,Industrial Products,184.40,-2.63,4.49,-4.95,0.64,-10.92,3.99,65.39,4.78,17.83,1.51,2.29,1.35,-15.00,102.08,2.29,-0.29,-5.61,132.59,2.34,3.04,-35.43,156.34,0.00,2.34,0.87,151.16,8.47,0.40,162.55,-3.23,0.99,-2.24,1.91,-4.15,5.27,-9.42,0.00,11.25,0.00,90.83,50.07,5.58,237.05,146.22,97.11,12.81,5.43,2.43,12.46,4.49,-5.78,-29.40,-24.23,-0.38,204.80
Agarwal Indl.,531921,AGARIND,INE204E01012,Chemicals & Petrochemicals,Petrochemicals,443.15,16.90,58.36,9.28,0.63,20.09,39.02,416.71,9.98,6.71,1.07,3.26,0.32,-9.35,656.48,3.26,-0.04,3.60,781.47,1.97,3.30,6.63,236.46,4.27,1.97,0.72,2070.29,6.68,0.00,2398.93,202.29,10.55,211.27,47.83,163.44,30.25,134.76,1.57,14.96,0.00,641.52,426.75,8.19,1344.20,576.70,537.48,138.29,31.70,50.91,103.32,58.36,99.84,-64.98,-156.89,39.50,662.10
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,564.60,19.89,338.31,9.27,0.21,16.24,51.50,459.90,12.31,6.06,1.48,8.43,1.39,14.71,2217.19,8.43,0.33,1.43,2485.22,1.63,4.06,8.52,47.57,14.05,1.63,0.81,2627.76,22.69,0.15,2528.82,613.89,74.79,682.48,177.18,505.30,84.67,426.83,6.20,12.94,0.00,2204.25,502.42,50.34,3363.91,1086.93,734.83,596.34,59.85,170.95,504.43,333.22,428.55,181.16,-442.49,-190.41,3650.19
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",362.40,22.03,83.91,5.86,0.42,25.66,6.87,142.58,2.37,35.93,1.17,7.42,12.96,309.92,336.92,7.42,0.01,2.14,424.43,3.86,6.77,-226.25,172.53,1.83,3.86,0.11,347.69,33.82,-1.65,324.67,93.24,12.58,105.82,18.30,87.52,13.36,74.16,0.00,12.22,0.00,324.70,0.00,137.42,1264.55,965.28,823.52,117.58,14.72,19.63,109.29,83.91,-19.91,-67.71,-38.67,-14.15,4504.69
Ahluwalia Contr.,532811,AHLUCONT,INE758C01029,Construction,Civil Construction,867.05,18.47,267.17,5.85,0.04,11.87,39.88,74.68,8.47,9.71,2.09,8.08,1.30,33.90,1924.14,8.08,0.29,0.37,2155.51,1.92,4.99,16.11,107.14,1.99,1.92,1.86,4458.74,9.74,0.00,4098.62,342.00,55.75,397.27,66.63,330.64,58.14,272.98,0.48,13.40,0.00,1910.74,14.00,62.14,3945.85,3073.54,1468.74,434.15,51.01,86.27,412.13,267.17,359.43,171.48,-323.04,-52.44,5792.11
Ahm. Steelcraft,522273,,INE868C01018,Industrial Products,Iron & Steel Products,180.50,21.44,18.92,14.03,0.00,18.35,13.84,0.00,9.59,10.36,2.81,432.83,1.16,-11.00,123.84,432.83,-0.18,0.00,122.11,0.82,5.64,-3.55,59.09,0.00,0.82,2.81,234.56,11.14,0.00,171.88,12.09,0.41,12.15,0.00,12.15,0.02,12.48,0.35,15.09,0.00,108.75,0.00,0.00,190.18,186.19,66.27,26.13,0.06,0.17,25.97,18.92,-76.72,-76.77,17.56,56.40,272.41
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4004.80,18.92,1164.64,13.66,0.14,15.42,124.53,1021.86,4.02,23.03,5.33,38.64,8.66,46.78,7366.95,38.64,0.17,0.96,7331.28,1.11,9.76,32.13,125.74,14.07,1.11,4.49,4310.63,27.72,0.00,4287.45,1153.77,343.38,1479.82,103.07,1376.75,25.65,1368.43,17.33,18.66,0.00,7348.29,485.00,5.57,8889.14,7499.75,1407.82,1195.12,39.58,111.81,1529.30,1160.95,1162.31,1027.45,-202.82,-742.71,37340.85
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,984.35,29.16,34.74,15.88,0.00,24.80,17.02,0.49,2.33,38.31,3.78,466.20,9.05,,199.01,466.20,,0.02,199.54,1.04,15.78,-108.66,99.98,0.00,1.04,2.41,224.08,22.04,-0.54,159.17,32.41,4.58,36.99,4.64,32.35,0.33,32.02,0.00,20.41,0.00,178.60,0.00,0.64,260.09,228.31,60.32,49.39,0.10,5.64,46.62,34.74,-18.67,-31.63,-13.39,63.46,2028.67
Aion-Tech Soluti,531439,GOLDTECH,INE805A01014,IT - Software,Software Products,40.05,-2.28,-2.91,-2.78,0.34,-3.98,1.68,100.28,-0.62,36.02,1.03,-0.47,1.70,-48.86,298.59,-0.47,-0.36,10.13,298.01,1.21,2.04,-16.89,902.74,0.00,1.21,1.03,122.11,2.81,-6.42,88.90,-2.65,19.05,0.24,2.35,-2.11,1.07,12.98,16.16,52.26,0.00,246.33,2.36,4.47,426.42,91.52,89.04,3.43,3.75,9.77,-1.78,4.42,-12.29,5.27,20.35,-7.39,207.63
Airan,543811,AIRAN,INE645W01026,IT - Services,IT Enabled Services,17.78,10.90,8.61,7.23,0.01,8.87,0.66,1.07,5.65,12.74,4.98,68.72,2.06,64.86,148.17,68.72,0.51,0.06,155.00,1.17,4.34,10.53,27.38,0.00,1.17,4.98,108.58,12.70,0.00,106.50,18.09,11.13,21.29,5.43,15.86,0.08,23.71,7.93,25.00,0.00,123.17,0.53,1.75,185.07,93.27,18.74,13.79,0.18,5.02,12.37,8.33,21.22,16.35,-3.03,1.41,223.44
Airfloa Rail,544516,,INE0XBS01012,Industrial Manufacturing,Industrial Products,340.00,31.89,28.13,11.14,0.27,31.02,14.23,57.07,5.55,16.96,2.60,4.43,4.12,294.58,203.22,4.43,,2.23,206.44,2.11,6.68,-183.97,67.41,0.00,2.11,1.96,197.81,24.34,0.00,192.39,48.30,0.28,48.49,2.53,45.96,11.07,34.98,0.09,17.46,0.00,185.76,57.39,2.59,320.20,271.84,104.45,48.14,10.36,2.82,45.93,28.14,-4.43,-10.71,-6.17,12.70,814.98
Ajanta Pharma,532331,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,2804.45,32.37,1014.56,19.43,0.06,24.91,81.21,245.89,3.75,23.65,2.93,66.59,6.73,49.92,4315.01,66.59,0.09,0.27,4252.80,1.24,13.10,30.26,127.90,38.13,1.24,2.23,5201.63,26.12,-0.01,4648.10,1268.92,85.08,1348.43,144.11,1204.32,20.73,1189.16,5.57,25.07,0.00,4289.94,2.59,44.83,5672.41,3393.64,1159.81,1358.57,19.82,167.55,1319.77,1014.56,1157.23,840.45,-376.52,-733.41,35014.15
Ajanta Soya,519216,,INE601B01023,Agricultural Food & other Products,Edible Oil,26.40,26.76,14.59,11.04,0.02,18.13,1.81,2.92,11.94,7.40,2.27,7.28,0.16,-828.00,165.94,7.28,0.47,0.11,159.38,1.50,8.14,12.97,84.32,0.00,1.50,0.91,1359.15,1.27,0.43,1329.81,34.23,8.68,41.69,2.85,38.84,3.75,36.31,1.22,16.10,0.00,149.84,0.00,0.41,263.08,201.91,88.90,17.26,3.13,3.01,22.80,14.59,16.38,2.45,-14.13,-2.83,212.48
Ajax Engineering,544356,AJAXENGG,INE274Y01021,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,521.30,33.58,223.44,19.14,0.00,25.07,19.33,0.54,5.02,19.18,5.88,135.61,2.84,47.88,1252.63,135.61,0.19,0.00,1158.48,1.17,10.65,139.89,147.41,0.00,1.17,4.71,2100.63,12.47,0.00,2073.92,318.19,42.75,361.00,10.93,350.07,-0.87,350.88,-0.06,11.44,0.00,1241.19,0.00,1.77,1459.45,1143.43,194.51,261.99,-2.20,11.32,298.35,221.14,42.72,20.18,-34.66,-25.51,5975.92
Ajmera Realty,513349,AJMERA,INE298G01035,Realty,"Residential, Commercial Projects",125.76,12.66,119.47,5.92,0.52,12.01,6.07,652.24,7.84,12.53,6.78,3.78,3.05,21.22,1261.20,3.78,-0.06,5.16,1788.05,1.75,4.03,327.02,96.67,14.06,1.75,2.10,810.61,28.91,0.00,737.95,230.69,15.10,243.72,3.05,240.67,75.66,167.08,2.07,39.36,0.00,1221.84,0.00,676.33,2324.77,2007.16,296.19,234.36,62.96,4.02,237.90,122.79,7.55,1.94,-11.71,-0.84,2468.97
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,223.00,,10.63,,0.12,16.72,9.87,5.94,6.46,13.94,2.80,45.06,1.97,,49.86,45.06,,0.75,52.43,,8.66,-8.92,51.87,0.00,,2.80,121.84,14.25,0.00,76.40,11.66,0.00,11.66,1.13,10.53,0.16,10.37,0.00,10.77,0.00,39.09,0.82,1.54,78.92,71.53,25.55,17.36,0.35,1.75,15.77,11.83,-26.92,-32.62,-6.65,36.15,240.16
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),9.04,14.40,37.59,5.98,0.96,10.98,0.88,384.84,14.84,6.69,15.03,2.01,2.84,-5.41,401.93,2.01,-0.93,11.58,120.98,1.45,2.24,-2.18,37.13,0.00,1.45,15.03,135.78,77.00,-1.67,102.47,78.91,0.25,79.16,0.54,78.62,35.73,42.89,0.00,42.68,0.00,359.25,281.77,0.00,794.67,108.95,7.25,104.55,51.52,0.93,103.62,37.59,-177.10,-179.26,-35.35,222.41,385.78
Akums Drugs,544222,AKUMS,INE09XN01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,531.30,16.20,324.44,8.64,0.03,17.19,20.22,90.28,6.19,11.82,3.95,5.63,1.96,82.72,3148.74,5.63,0.15,0.26,4039.24,1.25,5.11,17.97,106.57,0.00,1.25,3.18,4256.70,10.91,0.00,4118.16,464.64,68.66,512.89,153.45,359.44,34.60,345.25,20.41,30.62,0.00,3118.12,13.66,74.56,5159.29,3293.49,832.95,464.22,74.72,154.43,420.76,324.67,465.20,201.44,-547.84,72.79,8361.53
Alacrity Sec.,535916,,INE030P01017,Finance,Other Financial Services,60.00,21.50,6.62,12.31,0.03,16.42,1.42,3.38,3.61,26.02,4.73,12.30,0.76,-14.94,107.61,12.30,0.00,0.28,88.05,0.97,8.38,-6.99,130.82,0.00,0.97,2.20,370.00,2.58,0.00,574.35,16.90,0.05,16.92,0.43,16.49,0.62,15.90,0.03,46.66,0.00,60.95,4.84,0.00,131.04,103.05,21.79,9.55,0.79,0.63,9.72,6.63,-40.06,-43.98,-2.47,42.42,279.96
Alankit,531082,ALANKIT,INE914E01040,Commercial Services & Supplies,Diversified Commercial Services,9.29,11.29,23.37,4.95,0.07,7.56,0.78,21.38,17.40,4.29,1.79,12.19,0.74,-13.45,307.23,12.19,0.21,0.99,156.70,1.61,3.16,5.15,33.90,0.00,1.61,1.67,344.58,4.97,0.00,301.06,33.14,12.07,48.26,10.38,37.88,3.88,30.95,-3.05,27.12,0.00,280.11,11.23,0.29,444.89,181.45,101.55,17.12,3.25,13.70,39.61,23.75,49.24,21.25,-52.21,-35.27,253.54
Albert David,524075,ALBERTDAVD,INE155C01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,710.55,6.45,9.61,3.37,0.11,4.39,16.84,41.42,3.86,16.72,3.20,6.99,1.25,-450.02,393.90,6.99,0.75,2.41,373.83,1.29,3.57,-14.22,26.43,16.60,1.29,2.79,322.63,-0.63,0.00,345.01,3.17,29.58,32.48,6.97,25.51,0.55,25.23,0.27,5.71,0.00,388.19,10.05,2.27,532.94,397.14,123.92,-2.04,2.33,8.86,16.29,9.61,-28.44,-43.02,23.30,0.11,404.36
Alembic,506235,ALEMBICLTD,INE426A01027,Realty,"Residential, Commercial Projects",92.48,6.90,318.71,12.82,0.00,13.69,12.41,12.58,6.72,13.87,1.87,68.78,9.85,434.70,2535.80,68.78,0.92,0.04,531.25,1.03,3.02,27.41,39.37,19.84,1.03,1.11,240.22,40.63,0.00,221.89,93.71,74.89,167.44,10.63,156.81,2.47,155.50,1.16,51.36,0.00,2484.44,14.45,0.00,2726.89,224.74,120.04,97.60,2.32,11.80,159.58,318.71,86.37,35.60,-26.58,-58.34,2367.21
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,763.00,13.05,663.45,7.99,0.28,11.38,32.00,1488.72,5.53,13.57,1.59,9.47,2.06,148.13,5319.30,9.47,0.07,2.56,5356.28,1.37,5.20,170.51,89.55,37.06,1.37,0.66,7266.82,15.96,0.00,6672.08,1008.24,56.29,1047.34,278.58,768.76,78.77,707.18,17.19,39.31,0.00,5279.99,117.81,1139.69,8396.93,4349.78,2730.20,1159.51,95.58,298.95,905.08,625.92,87.95,-465.90,-568.41,443.73,14996.76
Algoquant Fin,505725,ALGOQUANT,INE598D01035,Finance,Other Financial Services,54.73,32.85,17.94,12.53,0.24,38.12,0.64,26.53,2.08,42.17,1.86,5.65,7.25,1493.65,112.70,5.65,0.10,0.81,107.60,2.55,13.18,25.58,256.79,0.00,2.55,1.86,212.10,16.26,0.00,234.59,48.92,0.00,48.92,4.58,44.34,6.54,37.80,0.00,28.11,0.00,84.59,10.00,24.07,230.94,203.47,109.16,34.48,5.37,4.17,30.34,17.94,60.13,56.54,-33.54,-37.93,1538.16
Alicon Cast.,531147,ALICON,INE062D01024,Auto Components,Auto Components & Equipments,697.25,11.56,38.11,3.65,0.57,8.02,22.02,351.01,6.67,7.39,1.19,2.41,0.67,47.59,615.78,2.41,0.05,7.62,714.59,2.13,3.67,5.61,296.87,19.42,2.13,0.93,1700.75,11.58,0.00,1720.36,194.47,3.43,197.90,91.27,106.63,44.52,62.11,0.00,8.17,0.00,607.61,346.30,19.28,1324.38,682.66,573.21,196.98,41.12,101.28,98.98,35.93,204.15,21.71,-181.73,-22.16,1145.90
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1050.90,24.92,562.38,15.37,0.02,18.69,44.34,60.45,5.89,15.61,5.06,142.44,5.13,59.12,3015.36,142.44,0.15,0.12,3128.75,1.11,8.86,32.93,76.33,12.62,1.11,3.58,2512.27,31.09,-0.04,2386.88,684.41,32.74,711.36,60.61,650.75,2.41,654.13,5.79,24.54,0.00,2990.82,0.00,56.61,3638.34,2475.95,489.33,781.18,5.32,71.13,757.78,543.70,391.52,225.96,-615.65,-6.23,12894.68
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5340.00,20.38,2400.46,13.30,0.18,19.39,198.32,2355.60,4.66,18.99,2.49,22.31,4.49,42.65,13345.98,22.31,0.10,1.06,11219.82,1.39,7.58,33.42,94.59,24.84,1.39,1.87,14252.70,20.20,0.00,12964.52,2512.15,493.74,3001.29,357.16,2644.13,121.70,2527.03,4.60,23.91,0.00,13322.07,486.65,894.25,20287.45,12126.05,4878.01,2879.11,135.32,388.79,3019.56,2422.44,1912.84,1278.06,-1288.25,-810.99,63924.03
Alkyl Amines,506767,ALKYLAMINE,INE150B01039,Chemicals & Petrochemicals,Specialty Chemicals,1523.60,18.66,180.66,11.05,0.00,13.96,35.33,1.57,3.16,24.24,3.17,231.51,5.07,74.30,1443.15,231.51,0.13,0.01,1517.55,1.20,9.79,29.60,184.27,27.51,1.20,2.35,1534.99,18.36,0.02,1571.82,291.36,29.53,321.16,71.24,249.92,1.01,248.64,-0.27,10.23,0.00,1432.92,3.60,1.92,1766.99,586.45,184.71,281.76,1.05,71.38,243.09,180.66,263.11,216.23,-195.54,-49.16,7787.29
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,162.10,29.60,30.27,18.15,0.00,22.39,14.85,0.55,21.51,4.51,4.78,1016.25,2.37,21.73,155.33,1016.25,0.61,0.02,142.53,1.13,6.00,14.79,46.04,10.04,1.13,4.78,138.05,21.39,0.04,139.94,30.77,10.35,40.23,1.14,39.09,0.15,39.83,0.89,20.19,0.00,135.14,0.00,0.58,196.01,172.37,36.06,29.53,0.04,1.29,40.65,29.98,22.14,19.44,-6.88,-5.68,327.35
All Time Plastic,544479,ALLTIME,INE0GV601021,Consumer Durables,Houseware,243.88,19.23,39.09,9.68,0.22,21.00,6.20,132.85,4.64,15.45,2.74,4.05,2.61,905.91,594.62,4.05,0.03,2.81,658.39,1.97,5.52,30.97,129.40,0.00,1.97,2.18,612.92,15.15,0.01,558.17,101.36,1.04,102.43,23.52,78.91,14.68,64.20,-0.03,13.10,0.00,581.52,217.68,5.30,823.27,396.72,144.95,92.83,17.41,27.88,70.48,35.88,51.68,-61.79,-113.34,59.35,1600.69
Allcargo Logist.,532749,ALLCARGO,INE418H01029,Transport Services,Logistics Solution Provider,9.31,3.84,14.03,1.16,0.77,2.49,-0.13,674.00,3.46,5.64,0.99,0.78,0.25,2.94,973.00,0.78,1.30,13.70,1504.00,3.02,3.86,5.34,-1392.89,579.74,3.02,0.99,5496.44,5.25,-0.21,16021.53,530.36,87.79,604.18,428.73,175.45,160.88,28.54,13.97,300.00,0.00,673.00,1033.35,1002.97,2410.00,686.00,691.00,288.66,85.52,275.72,66.58,-6.16,261.08,223.26,92.60,-187.00,1392.89
