Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Kanoria Chem.,506525,KANORICHEM,INE138C01024,Industrial Manufacturing,Industrial Products,86.00,-2.33,-8.32,-5.74,0.62,-11.82,12.08,327.37,5.56,8.31,0.89,1.03,0.34,-10.00,531.36,1.03,-0.30,-3.03,687.74,2.87,2.28,25.61,105.90,0.00,2.87,0.60,1108.46,5.52,0.00,1536.72,31.37,-19.33,36.58,62.61,-26.03,45.79,-96.36,-24.54,21.85,0.00,509.51,477.58,117.56,1107.87,311.36,351.10,61.23,35.22,42.72,36.36,41.47,14.68,-64.01,-59.31,41.49,375.96
Kanpur Plastipa.,507779,KANPRPLA,INE694E01014,Industrial Products,Packaging,210.26,11.99,36.03,4.29,0.58,10.72,10.74,131.98,9.18,9.01,1.39,4.10,0.73,168.21,227.20,4.10,-0.07,12.33,266.98,2.35,4.87,14.28,57.24,18.91,2.35,0.71,720.40,8.40,0.49,626.56,45.43,1.97,59.53,14.23,45.30,20.90,12.27,-12.13,24.02,0.00,203.18,25.01,121.51,442.74,226.71,163.35,60.50,14.68,12.62,60.20,25.26,36.85,31.35,-5.40,-25.31,526.04
Kansai Nerolac,500165,KANSAINER,INE531A01024,Consumer Durables,Paints,201.60,13.03,617.81,7.57,0.04,10.41,7.24,276.42,5.25,15.19,3.57,27.20,2.07,37.61,6472.90,27.20,0.21,0.25,6460.32,1.22,6.08,24.33,106.55,26.52,1.22,2.51,7914.85,11.67,-0.02,7822.97,942.32,768.66,1020.85,201.70,819.15,31.25,1478.03,690.13,80.85,0.00,6392.05,117.82,178.57,8339.39,5498.35,1538.59,923.82,31.56,218.82,858.34,568.38,672.36,347.34,-378.62,-366.12,16356.48
Kapston Services,,KAPSTON,INE542Z01028,Commercial Services & Supplies,Diversified Commercial Services,344.30,12.85,26.54,7.05,1.72,22.19,8.73,175.31,3.07,29.42,1.39,2.83,1.31,-70.55,101.72,2.83,-0.16,9.83,128.74,2.84,8.75,-131.30,141.98,0.00,2.84,1.37,797.01,4.96,0.00,688.70,31.42,0.81,32.20,4.49,27.71,12.70,15.04,0.03,10.14,0.00,91.58,157.10,11.68,322.29,245.61,176.59,39.53,13.15,4.01,37.18,26.54,-7.98,-46.98,-39.30,47.39,1047.78
Karnataka Bank,532652,KTKBANK,INE614B01018,Banks,Private Sector Bank,254.65,6.33,1154.68,1.07,8.27,11.10,30.54,104125.74,6.75,14.82,9.57,1.25,1.08,12.23,12589.25,1.25,-6.97,81.84,17963.28,9.81,0.73,45.97,33.12,14.85,9.81,9.57,8918.97,66.24,0.00,9013.60,6159.36,1269.51,7428.93,85.06,7343.87,5703.22,1640.59,-0.06,378.15,0.00,12211.10,1940.55,104807.49,118686.30,18865.70,1971.38,5907.59,5862.51,0.00,7339.85,1154.68,209.52,48.51,-690.55,412.06,9631.99
Karnika Industri,,KARNIKA,INE0MGA01012,Textiles & Apparels,Garments & Apparels,136.05,22.82,20.14,12.19,0.78,26.96,3.25,65.79,3.56,26.86,1.63,6.40,4.73,-118.53,84.68,6.40,-0.08,3.65,68.07,1.93,9.95,203.74,134.10,0.00,1.93,1.18,178.42,17.05,0.00,170.80,26.11,3.73,28.10,1.13,26.97,4.54,24.17,1.74,62.00,0.00,22.68,60.20,0.00,183.58,158.81,97.67,30.42,5.05,1.46,32.33,20.14,4.14,0.66,-18.31,3.73,843.48
Karur Vysya Bank,590003,KARURVYSYA,INE036D01028,Banks,Private Sector Bank,297.75,7.38,2298.73,1.73,8.83,17.65,23.79,113008.20,6.64,15.06,2.23,1.50,2.69,10.35,12796.38,1.50,-2.46,58.20,5796.02,9.42,0.85,6.41,41.70,10.78,9.42,2.23,10686.63,65.92,-0.04,9678.04,6293.03,1829.55,8119.52,113.74,8005.78,5418.12,2590.72,3.06,193.32,0.00,12603.06,1216.98,102077.99,130099.03,9579.00,4294.49,7044.25,6017.59,0.00,9022.10,2298.73,4487.08,4319.11,-2150.80,-188.12,28772.90
Kataria Indust.,,KATARIA,INE0SVY01018,Industrial Manufacturing,Industrial Products,110.65,13.37,10.00,8.21,0.02,13.62,4.64,2.79,6.31,11.64,5.95,8.50,0.63,16.94,113.48,8.50,0.20,0.25,114.46,1.17,8.06,35.40,54.52,0.00,1.17,3.98,379.48,5.18,0.00,350.61,20.29,1.39,21.08,5.39,15.69,2.99,13.30,0.60,21.53,0.00,91.95,16.96,0.00,131.21,88.48,14.87,19.66,1.79,5.49,15.21,10.00,6.73,0.26,-10.47,3.78,238.25
Kaveri Seed Co.,532899,KSCL,INE455I01029,Agricultural Food & other Products,Other Agricultural Products,930.70,20.08,300.71,11.11,0.00,19.04,58.46,0.00,6.61,12.76,2.55,1080.79,3.46,24.54,1795.59,1080.79,0.25,0.00,1738.07,1.57,5.31,24.23,366.95,9.14,1.57,1.37,1377.89,24.42,0.00,1202.43,290.94,46.30,314.83,39.83,275.00,0.19,297.22,22.41,10.29,0.00,1785.30,0.00,0.00,2642.29,2000.52,783.90,336.53,0.29,59.28,313.43,300.80,196.91,108.27,-182.53,-17.86,4770.38
Kaya Ltd,539276,KAYA,INE587G01015,Leisure Services,Wellness,268.80,-2.50,-74.38,30.90,,,-51.88,277.56,-5.90,386.79,0.77,-1.17,1.83,37.45,-92.43,-1.17,-0.27,3.32,149.47,-1.91,1.84,334.50,-13.33,0.00,-1.91,0.61,221.37,-4.24,0.00,217.17,19.63,134.10,35.24,37.64,-2.40,32.41,83.68,118.49,15.19,0.00,-107.62,0.00,256.43,308.27,111.31,145.37,-9.39,34.30,41.84,-40.09,-75.43,1.21,-11.66,24.93,-36.95,404.74
Kaynes Tech,543664,KAYNES,INE918Z01012,Industrial Manufacturing,Industrial Products,4200.35,14.28,390.42,7.24,0.19,10.74,58.84,885.37,2.20,40.93,2.09,5.82,8.36,-58.50,4680.53,5.82,0.02,3.02,3901.75,1.39,8.79,-341.99,360.01,0.00,1.39,1.51,3368.20,16.28,0.00,2721.73,416.27,105.87,513.10,44.74,468.36,105.78,371.62,9.04,67.04,0.00,4613.49,850.42,52.56,6733.34,3534.74,1689.72,548.23,105.52,69.59,614.08,388.86,-82.32,-1031.07,-354.66,464.99,28152.62
KCP Sugar &Inds.,533192,KCPSUGIND,INE790B01024,Agricultural Food & other Products,Sugar,25.89,4.63,4.10,1.37,0.13,1.99,0.36,61.09,4.36,15.45,8.39,1.82,1.16,7.63,468.79,1.82,1.52,4.25,334.47,1.43,2.91,6.17,43.66,7.88,1.43,6.69,255.14,14.05,0.57,310.46,11.84,31.36,32.37,6.07,26.30,9.11,28.02,10.83,11.34,0.00,457.45,39.28,60.05,586.61,264.90,31.57,35.85,7.42,6.52,13.50,4.10,47.79,50.47,3.33,-53.94,294.70
KDDL Ltd,532054,KDDL,INE291D01011,Consumer Durables,"Gems, Jewellery And Watches",2534.95,14.12,84.14,7.66,0.45,11.51,67.57,466.82,8.50,7.89,4.39,5.92,1.57,-65.50,1046.69,5.92,0.07,3.28,2146.14,2.04,4.13,-734.13,130.20,6.55,2.04,2.64,1998.02,14.40,0.00,1647.88,269.35,46.21,316.11,86.11,230.00,39.94,189.51,-0.55,12.30,0.00,1034.39,76.91,376.45,2653.93,1855.89,422.91,287.69,38.95,113.28,230.61,132.21,-4.26,-141.98,109.19,-149.16,3127.40
KEC International,532714,KEC,INE389H01022,Construction,Civil Construction,576.10,17.98,727.86,2.75,0.94,12.02,25.58,5308.03,7.89,11.30,1.19,2.40,0.64,57.60,5642.89,2.40,-0.23,9.30,5153.45,3.85,2.78,36.57,87.92,25.65,3.85,1.11,23987.91,7.29,0.00,21846.70,1682.57,67.54,1744.87,183.68,1561.19,838.94,727.49,5.24,53.24,0.00,5589.65,2412.74,1544.74,23612.77,20658.62,17311.60,1749.33,664.09,193.33,1596.45,681.01,419.07,269.95,-46.36,-32.12,15325.12
KEI Industries,517569,KEI,INE878B01027,Industrial Products,Cables - Electricals,4884.85,21.29,860.67,11.70,0.04,15.58,90.05,235.06,2.68,34.88,3.48,20.61,4.18,-1404.77,6188.05,20.61,0.06,0.34,6218.69,1.03,12.92,-1450.58,198.94,5.49,1.03,2.19,11186.16,10.27,0.00,9735.88,990.96,71.80,1062.07,70.14,991.93,55.65,936.97,0.69,19.12,0.00,6168.93,178.33,38.88,8007.95,5665.94,1626.39,1148.72,59.18,82.02,1219.51,860.67,-32.21,-726.46,-1500.66,1918.54,46723.23
Kellton Tech,519602,KELLTONTEC,INE164B01030,IT - Services,IT Enabled Services,16.05,17.11,91.31,11.00,0.18,16.29,1.80,130.10,13.99,6.38,4.34,6.11,0.72,757.01,713.18,6.11,0.00,1.63,745.89,1.35,5.01,145.11,33.52,0.00,1.35,4.34,1189.38,11.75,0.00,1097.82,127.64,2.07,129.71,16.94,112.77,20.27,92.50,0.00,48.76,0.00,664.42,130.64,52.80,937.90,783.92,180.46,139.75,20.89,15.71,127.73,91.34,5.87,-18.01,-24.54,18.51,851.81
Keltech Energies,506528,,INE881E01017,Chemicals & Petrochemicals,Explosives,4470.00,25.85,27.10,9.77,0.32,22.23,271.00,45.05,8.63,9.83,1.19,10.60,0.85,130.19,138.63,10.60,0.10,1.81,132.11,2.05,5.13,-25.44,76.94,0.60,2.05,0.92,528.85,7.61,0.00,487.79,36.35,7.93,44.26,7.00,37.26,4.31,32.97,0.02,1.00,0.00,137.63,38.18,0.86,313.12,175.44,147.34,40.26,3.81,7.22,40.40,27.10,-17.57,-29.51,-10.21,9.50,447.00
Kennametal India,505890,KENNAMET,INE717A01029,Industrial Manufacturing,Industrial Products,2693.80,17.55,111.50,10.09,0.00,12.91,50.73,2.10,2.68,28.70,3.23,383.00,4.76,65.73,802.20,383.00,0.09,0.02,784.80,1.27,12.56,40.85,242.39,85.52,1.27,1.69,1243.00,15.03,0.00,1170.30,172.10,14.50,176.40,46.00,130.40,0.40,140.20,10.20,22.00,0.00,780.20,0.00,2.50,1030.30,730.10,225.70,186.80,0.40,46.70,153.20,111.50,144.80,115.60,-3.90,-89.20,5914.42
Kerala Ayurveda,530163,,INE817B01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,229.00,-9.01,-24.34,-10.66,15.49,-99.22,-20.21,84.55,-3.57,-48.67,0.47,-1.54,2.33,-131.53,5.46,-1.54,-0.23,-6.06,2.71,13.80,3.70,61.61,-66.87,0.00,13.80,0.31,127.73,-16.27,2.47,125.60,-4.99,1.82,-3.17,4.98,-8.15,4.09,-12.24,0.00,12.06,0.00,-6.60,23.22,47.44,135.46,48.62,103.56,-20.78,8.72,5.71,-13.46,-24.30,4.83,-8.49,-14.77,-9.48,297.59
Kernex Microsys.,532686,KERNEX,INE202H01019,Transport Services,Transport Related Services,1332.85,23.76,52.66,24.96,0.51,37.99,31.41,88.87,2.52,36.58,1.46,3.23,8.65,-63.00,173.78,3.23,-0.05,1.78,164.49,1.27,9.60,153.78,370.44,0.00,1.27,0.70,258.72,23.48,-0.05,189.77,40.80,1.45,42.25,2.83,39.42,6.92,32.50,0.00,16.80,0.00,156.98,36.17,4.15,461.43,411.71,281.66,60.76,17.97,4.62,58.09,52.52,14.55,5.70,-8.84,5.41,2237.44
Kesar India,543542,,INE0L1C01019,Realty,"Residential, Commercial Projects",1228.00,23.36,29.88,10.86,0.18,20.03,10.46,44.40,1.23,76.04,2.23,11.74,19.89,-78.25,249.22,11.74,,1.49,229.04,1.10,14.92,-27.38,241.32,0.00,1.10,1.51,176.45,24.49,-1.48,176.45,43.21,3.03,46.24,3.03,43.21,3.68,39.53,0.00,28.57,0.00,220.65,1.76,25.50,438.76,399.29,178.90,43.21,3.68,3.03,43.21,29.88,-128.13,-133.33,-51.64,180.28,3508.80
Kesar Petroprod.,524174,,INE133C01033,Chemicals & Petrochemicals,Commodity Chemicals,24.71,7.11,16.71,4.25,0.40,7.08,1.73,61.94,8.11,10.16,1.52,8.37,1.31,-16.19,155.67,8.37,0.01,6.22,168.49,1.55,3.70,18.15,81.81,0.00,1.55,0.73,181.74,14.86,0.00,185.17,15.97,2.48,17.84,3.75,14.09,1.39,13.31,0.61,9.67,0.00,146.00,70.24,2.69,241.84,84.81,55.90,27.00,2.79,5.01,23.35,16.71,13.16,-3.22,-14.88,10.90,238.88
Kesoram Inds.,502937,KESORAMIND,INE087A01019,Cement & Cement Products,Cement & Cement Products,10.35,-4.71,-51.69,265.35,0.58,2034.33,181.73,199.39,-6.38,-158.76,0.67,-1.30,1.30,36.67,346.17,-1.30,0.83,0.04,452.46,4.64,1.64,8.62,53.47,0.00,4.64,0.44,248.29,-28.47,0.00,258.76,-51.65,5696.19,-38.91,32.12,-71.03,27.84,5584.58,5683.45,310.66,0.00,35.51,175.30,23.63,655.03,110.57,164.32,-70.70,25.43,29.80,-33.07,5646.43,37.34,39.74,6.84,-48.84,321.90
Kewal Kir.Cloth.,532732,KKCL,INE401H01017,Textiles & Apparels,Garments & Apparels,476.95,18.19,139.46,10.55,0.18,15.46,22.63,162.72,7.22,11.46,2.78,14.07,2.49,82.09,918.39,14.07,0.13,1.09,1137.34,1.38,5.57,214.56,85.80,8.53,1.38,2.01,1177.09,19.33,0.02,1002.77,190.60,49.33,200.47,32.18,168.29,10.13,197.62,39.46,61.63,0.00,856.76,27.55,136.33,1546.64,992.95,357.81,227.53,15.00,43.11,211.07,147.43,13.66,-70.49,-184.34,-19.85,2930.88
Keystone Realtor,543669,RUSTOMJEE,INE263M01029,Realty,"Residential, Commercial Projects",395.40,9.33,91.24,3.00,0.44,7.53,7.24,1218.85,3.67,24.86,1.72,3.21,3.08,33.46,2794.39,3.21,0.15,6.48,2879.64,2.26,2.45,-438.28,1476.94,10.99,2.26,0.60,1623.42,5.18,0.00,2004.10,204.36,117.34,321.70,13.24,308.46,51.48,256.98,0.00,126.23,0.55,2668.16,316.23,613.49,6998.52,5983.01,3473.15,84.13,58.85,17.71,188.69,98.25,-11.39,-30.69,-64.91,483.90,4992.06
KFin Technolog.,543720,KFINTECH,INE138Y01010,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",961.30,32.75,353.37,20.08,0.03,24.97,20.18,47.40,2.94,29.38,4.38,104.19,13.40,74.07,1463.30,104.19,0.09,0.14,1595.10,1.13,17.41,41.56,169.62,38.80,1.13,4.38,1236.86,42.29,-0.01,1090.75,479.11,37.72,497.37,64.45,432.92,4.79,447.59,19.46,172.45,0.00,1290.85,0.00,46.52,1856.13,969.71,221.39,523.11,4.65,76.06,484.49,347.61,398.90,313.22,-321.82,-95.33,16580.01
Khaitan Chemical,507794,KHAICHEM,INE745B01028,Fertilizers & Agrochemicals,Fertilizers,53.90,18.40,68.76,10.56,1.05,26.79,6.66,305.82,12.84,7.12,1.49,3.18,0.52,180.70,290.65,3.18,-0.58,4.73,298.83,2.24,4.11,11.81,96.44,0.00,2.24,0.87,1001.63,11.28,0.01,1001.63,113.00,-2.66,114.50,9.88,104.62,32.90,67.56,-4.16,9.70,0.00,280.95,290.80,27.19,681.53,540.30,362.71,113.00,32.90,9.88,104.62,64.60,44.27,36.59,-4.23,-40.07,522.68
Khazanchi Jewell,543953,,INE0OWC01011,Consumer Durables,"Gems, Jewellery And Watches",670.00,24.07,76.37,15.66,0.22,21.43,30.86,59.56,6.33,15.72,3.39,26.80,0.77,-58.59,268.92,26.80,-0.06,1.33,274.15,1.24,15.40,15073.09,65.98,5.51,1.24,0.48,2163.34,4.99,0.00,1771.93,64.63,0.61,65.24,0.34,64.90,4.04,60.86,0.00,24.75,0.00,244.17,5.11,60.04,380.01,356.97,105.29,107.94,4.04,0.46,108.28,76.37,0.11,-4.21,-3.66,5.39,1658.04
Khemani Distrib.,539788,,INE030U01025,Retailing,Distributors,125.85,16.74,19.38,11.87,0.04,12.95,8.44,4.29,8.63,11.55,2.41,97.23,2.87,17.56,101.74,97.23,0.32,0.31,12.90,1.02,7.20,13.27,30.60,0.00,1.02,1.82,100.58,16.94,0.00,86.33,14.18,4.55,15.35,0.13,15.22,0.52,18.08,3.38,11.49,0.00,90.25,0.10,5.37,111.51,19.39,8.05,17.04,0.26,0.09,25.28,19.38,21.79,21.78,-17.48,-4.87,289.13
Kilburn Engg.,522101,KLBRENG-B,INE338F01015,Industrial Manufacturing,Industrial Products,513.50,21.68,91.76,10.26,0.19,17.16,18.39,104.14,5.14,18.05,2.47,9.85,4.82,,562.13,9.85,,1.67,607.14,1.29,7.83,-278.35,118.02,15.22,1.29,2.24,566.57,25.62,-0.26,424.46,101.71,3.16,104.86,7.33,97.53,14.87,82.67,0.01,51.89,0.00,510.24,78.71,9.03,839.31,526.77,213.17,145.14,14.52,11.27,143.02,91.76,-9.82,-44.98,-102.68,116.89,2733.37
Kilitch Drugs,524500,KILITCH,INE729D01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,155.40,15.67,26.05,8.00,0.31,12.61,7.44,83.61,6.43,14.43,2.53,6.64,2.65,-42.35,265.66,6.64,0.08,3.35,287.93,1.37,4.35,31.26,123.77,0.00,1.37,2.37,207.10,14.02,0.00,198.32,31.74,11.16,38.94,3.11,35.83,5.32,34.47,3.96,17.48,0.00,248.18,49.09,0.33,398.66,209.33,82.90,29.04,5.72,3.49,38.00,24.84,17.54,-29.33,-39.95,13.24,548.32
Kinetic Engg.,500240,,INE266B01017,Auto Components,Auto Components & Equipments,230.95,0.43,1.38,-2.08,0.66,-5.76,0.59,72.30,1.19,44.51,1.66,1.16,3.63,-71.38,108.80,1.16,,11.61,166.46,2.00,5.01,-25.51,2749.60,0.00,2.00,0.95,151.55,3.15,4.55,141.73,4.27,13.54,7.29,6.69,0.60,4.90,6.22,10.52,23.81,0.00,84.99,55.26,6.17,253.54,131.83,79.28,4.78,6.10,6.26,7.09,0.99,-21.56,-43.58,-16.56,66.15,549.92
Kingfa Science,524019,KINGFA,INE473D01015,Industrial Products,Plastic Products - Industrial,4842.95,30.55,168.00,14.22,0.01,23.21,131.14,18.61,3.70,24.17,2.94,42.96,3.48,715.91,1294.58,42.96,0.01,0.12,1156.08,1.48,9.19,109.55,145.32,0.00,1.48,2.18,1886.63,12.77,0.00,1744.69,225.07,9.38,234.45,21.71,212.74,6.66,206.08,0.00,13.55,0.00,1281.03,0.00,43.00,1734.61,1244.07,423.51,240.84,5.35,26.42,229.85,168.00,59.92,29.61,-29.84,-7.00,6564.20
Kings Infra,530215,,INE050N01010,Food Products,Seafood,123.55,20.40,14.05,10.86,0.88,20.37,5.73,69.45,7.00,13.42,1.67,3.84,2.07,-54.97,79.11,3.84,-0.21,5.28,67.40,1.70,5.34,-74.21,94.32,0.00,1.70,0.93,146.10,17.91,0.18,123.82,23.56,0.80,24.34,1.26,23.08,5.37,17.73,0.02,24.51,0.00,54.60,56.38,3.68,164.26,104.09,62.29,26.16,6.79,1.67,26.04,14.05,-4.08,-9.64,-16.33,17.89,302.76
KIOCL,540680,KIOCL,INE880L01014,Ferrous Metals,Sponge Iron,413.90,-9.48,-73.68,-8.58,0.11,-11.27,-1.21,184.73,-0.27,-916.56,3.51,-4.62,39.32,-185.09,1658.58,-4.62,0.03,-0.90,1845.71,1.39,19.87,73.26,1387.30,0.00,1.39,3.20,639.59,-14.62,0.00,590.52,-200.31,50.10,-150.26,39.51,-189.77,15.35,-205.07,0.05,607.75,0.00,1050.83,0.00,193.31,2207.57,1030.91,293.38,-93.48,14.58,40.54,-67.43,-73.68,343.31,316.05,-157.46,-80.02,25151.67
Kiran Vyapar,537750,KIRANVYPAR,INE555P01013,Finance,Non Banking Financial Company (NBFC),197.00,4.05,1.26,2.46,0.16,2.95,0.46,355.67,4.62,21.33,4.57,1.47,4.98,-81.53,2237.81,1.47,3.94,6.02,36.15,1.12,1.55,-7.95,-219.50,4.48,1.12,4.57,108.01,32.58,0.00,113.36,68.49,24.42,92.91,0.19,92.72,15.23,77.49,0.00,26.98,0.00,2210.83,0.00,291.35,2763.01,43.12,9.44,35.19,27.89,0.20,41.12,0.66,-67.65,-67.69,-22.67,190.13,537.77
Kiri Industries,532967,KIRIINDUS,INE415I01015,Chemicals & Petrochemicals,Dyes And Pigments,414.80,10.52,-68.57,6.38,0.37,8.56,826.57,1223.14,0.36,62.78,1.45,0.06,3.42,-10.58,3279.22,0.06,0.62,4.62,1133.31,1.25,1.94,-7.95,-198.19,0.00,1.25,1.05,794.17,-10.53,4.99,740.03,-53.94,488.04,427.37,44.53,382.84,127.10,262.47,6.73,60.02,0.00,3219.20,1081.33,42.55,5145.74,588.75,405.56,-83.59,241.02,46.37,13.56,4967.94,-341.93,-748.80,-842.32,1193.74,2719.20
Kirl. Brothers,500241,KIRLOSBROS,INE732A01036,Industrial Products,"Compressors, Pumps & Diesel Engines",1741.90,27.59,413.71,11.89,0.10,21.62,50.26,218.90,3.87,21.89,1.88,19.61,3.14,54.24,2207.50,19.61,0.12,0.52,1883.00,1.67,8.68,35.91,99.28,13.39,1.67,1.14,4404.20,12.52,0.00,4492.24,609.35,63.92,668.74,89.36,579.38,24.86,559.05,4.53,15.90,0.00,2191.60,131.04,50.49,3778.10,2480.30,1318.70,551.40,27.10,95.50,531.50,402.90,385.52,296.89,-236.44,-91.87,13843.19
Kirl. Electric,533193,KECL,INE134B01017,Electrical Equipment,Other Electrical Equipment,127.90,8.35,18.53,-0.97,0.83,-6.12,1.60,104.41,4.70,19.39,0.37,1.76,1.55,33.37,125.15,1.76,0.02,27.99,185.80,5.42,3.21,24.12,72.01,0.00,5.42,0.24,554.90,5.37,0.15,543.82,15.50,17.69,23.24,4.89,18.35,24.32,3.98,9.95,66.41,0.00,58.74,36.05,80.05,608.83,149.79,401.05,29.80,25.26,4.31,44.39,10.65,35.76,31.96,-0.92,-34.76,862.63
Kirl. Ferrous,500245,KIRLFER,INE884B01025,Ferrous Metals,Pig Iron,437.80,12.64,353.58,5.25,0.36,9.58,20.72,1290.39,7.21,9.77,1.14,4.69,1.08,31.98,3619.78,4.69,0.05,4.07,3981.81,1.77,4.00,10.97,103.66,28.54,1.77,0.66,6739.12,12.00,-0.02,6566.26,763.55,56.73,825.83,243.70,582.13,144.44,432.14,-5.55,82.43,0.00,3537.35,65.00,1213.27,6443.09,2453.00,2147.07,808.69,130.81,253.96,613.82,341.17,660.35,237.46,-479.75,-172.96,7247.17
Kirl.Pneumatic,505283,KIRLPNU,INE811A01020,Industrial Products,"Compressors, Pumps & Diesel Engines",1449.35,30.36,268.97,16.05,0.00,22.92,39.78,0.20,3.84,23.99,2.69,1782.00,5.35,68.36,1251.00,1782.00,0.11,0.00,1127.40,1.34,11.90,41.36,66.90,21.38,1.34,2.23,1759.20,20.49,-0.01,1759.20,360.40,13.10,387.50,31.10,356.40,0.20,342.20,-14.00,13.00,0.00,1238.00,0.00,0.52,1738.20,1250.10,465.30,360.40,0.20,31.10,356.40,258.40,227.60,162.70,-113.30,-63.10,9412.61
Kirloskar Indus.,500243,KIRLOSIND,INE250A01039,Industrial Products,Other Industrial Products,3298.80,6.72,161.13,2.83,0.19,2.60,155.57,1295.78,13.47,5.16,1.91,4.76,0.51,19.85,6878.28,4.76,1.65,4.20,5426.32,1.70,2.07,5.82,136.41,9.08,1.70,1.11,6859.15,12.27,0.00,6628.91,789.42,61.90,843.79,258.58,585.21,145.62,447.12,7.53,10.51,0.00,6867.77,65.00,1217.64,12342.66,2482.57,1297.08,841.90,131.57,268.89,626.58,340.51,598.26,94.67,-536.70,-69.91,3479.89
Kirloskar Oil,533293,KIRLOSENG,INE146L01010,Industrial Products,"Compressors, Pumps & Diesel Engines",1679.65,13.68,543.53,4.59,1.64,15.40,37.64,5526.04,4.36,20.27,1.23,2.36,3.32,-25.07,3373.04,2.36,-0.25,11.61,2217.99,3.04,5.27,-32.97,190.22,19.29,3.04,1.00,7334.10,18.44,-0.01,6349.13,1184.81,89.63,1212.19,139.79,1072.40,482.97,651.68,62.25,29.07,0.00,3343.97,3899.31,1919.22,10672.98,4580.07,3720.97,1352.31,533.50,164.02,1260.63,533.80,-738.94,-995.50,-522.35,1509.45,24360.14
Kisan Mouldings,530145,,INE017C01012,Industrial Products,Plastic Products - Industrial,35.34,2.30,-3.57,1.11,0.16,1.66,-0.30,32.90,-0.17,92.90,1.32,-0.27,1.67,-49.63,200.28,-0.27,-0.03,9.48,165.19,1.47,4.29,-10.20,-117.27,0.00,1.47,0.54,252.81,0.63,3.23,273.35,10.65,0.49,11.05,5.92,5.13,1.75,3.47,0.09,119.46,0.00,80.82,29.76,2.46,289.00,110.24,83.21,1.59,2.81,5.65,-0.76,-3.57,-41.37,-52.53,-9.15,24.39,422.18
Kitex Garments,521248,KITEX,INE602G01020,Textiles & Apparels,Garments & Apparels,166.80,10.16,39.49,6.01,1.14,14.31,2.15,1183.66,1.68,43.46,1.65,2.49,4.15,-8.14,1042.24,2.49,-0.26,8.72,2158.72,2.18,2.96,61.26,-354.12,7.19,2.18,1.04,800.95,9.72,0.00,982.80,200.77,18.54,219.22,15.75,203.47,14.02,189.54,0.09,19.95,0.00,1022.29,1082.50,0.00,2741.60,610.52,369.44,77.86,29.44,27.50,73.16,27.90,54.28,-450.57,-454.92,390.22,3325.22
KM Sugar Mills,532673,KMSUGAR,INE157H01023,Agricultural Food & other Products,Sugar,29.70,11.17,55.24,4.78,0.18,11.25,6.00,66.95,27.06,2.97,1.74,6.56,0.39,49.09,362.26,6.56,0.38,1.88,300.30,2.23,4.28,8.72,13.27,0.00,2.23,0.68,705.65,12.84,0.00,659.01,83.27,5.79,89.80,21.97,67.83,18.17,48.92,-0.74,18.40,0.00,343.86,281.85,0.00,470.42,140.71,81.06,90.62,13.44,21.93,88.22,55.24,31.33,16.38,-7.22,-27.54,273.14
KMC Speciality,524520,,INE879K01018,Healthcare Services,Hospital,87.90,17.37,36.63,7.79,0.47,13.91,2.25,86.18,4.07,18.30,1.36,7.06,5.04,-78.37,182.22,7.06,0.03,4.02,258.19,1.67,10.18,24.90,104.42,0.00,1.67,1.28,284.44,27.23,0.00,231.60,57.49,3.09,60.57,18.95,41.62,10.02,31.61,0.01,16.31,0.00,165.91,81.93,7.52,299.58,50.00,36.65,77.46,8.59,20.79,60.63,36.63,57.58,-6.29,-50.94,-2.30,1433.65
KN Agri Resource,,KNAGRI,INE0KNW01016,Agricultural Food & other Products,Edible Oil,191.92,14.75,36.73,8.27,0.13,11.13,14.69,47.95,11.66,8.12,4.99,5.63,0.27,-551.49,365.49,5.63,0.00,1.29,339.84,1.27,8.22,-181.05,95.01,0.00,1.27,2.37,1791.17,3.31,0.00,1710.78,60.62,3.85,64.43,3.47,60.96,11.13,49.87,0.04,25.00,0.00,340.49,50.99,0.00,442.18,377.62,75.66,59.20,10.81,3.42,60.82,36.73,-2.65,-12.09,-10.01,-11.08,479.78
